7.778,0.68953,0.035913,9.52414,False
8.718,0.670377,0.0335188,9.50019,False
9.538,0.632069,0.0790087,9.47865,False
10.36,0.667982,0.0287304,9.56723,False
11.181,0.639252,0.0430956,9.58638,False
12.006,0.596156,0.0023942,9.55526,False
12.829,0.629675,0.0646434,9.48104,False
13.647,0.701501,-0.0023942,9.68694,False
14.473,0.636858,0.035913,9.5816,False
15.296,0.632069,0.0790087,9.55766,False
16.123,0.272939,-0.260968,10.0413,False
16.945,9.14825,0.694319,4.27844,False
17.765,10.6757,0.624887,-0.4956,True
18.586,10.6159,0.691924,-1.01275,True
19.521,9.6199,0.814029,2.08774,False
20.344,0.466869,0.596156,8.69574,False
21.17,0.804452,0.0933739,9.59117,False
22.001,1.23301,0.0311246,8.94713,False
22.828,0.636858,0.0694318,9.57681,False
23.653,0.658406,0.0670376,9.50019,False
24.485,0.596156,0.0430956,9.47146,False
7.775,0.639252,0.0311246,9.58399,False
8.607,0.653617,0.0526724,9.53611,False
9.435,0.634464,0.0502782,9.46428,False
10.268,0.624887,-0.011971,9.52174,False
11.099,0.948104,-0.423774,9.86411,False
11.931,7.23528,0.586579,7.79313,False
12.875,10.0963,-0.059855,-0.715866,True
13.706,10.3884,0.201113,-2.33674,False
14.536,9.34217,-0.107739,3.89297,False
15.367,0.976834,0.129287,8.57843,False
16.199,-0.0263362,-9.11473,3.90494,False
17.025,-0.1652,-9.35894,-0.739808,True
17.856,0.0,-9.6199,-1.32399,True
18.686,0.385466,-9.84735,3.31358,False
19.517,1.25935,-3.881,8.09719,False
20.347,0.167594,5.38217,7.31907,False
21.179,2.9736,9.07402,2.44448,False
22.011,4.72137,9.08121,0.909797,True
22.843,4.32393,9.10754,0.430956,True
23.791,4.92008,5.85143,5.38456,False
24.625,2.56898,-0.397438,10.6039,False
25.456,0.627281,0.071826,9.4164,False
26.289,0.799664,0.177171,8.837,False
27.119,0.849942,0.294487,8.24324,False
27.952,0.612916,-0.0335188,9.07881,False
28.784,0.708684,0.0407014,9.47146,False
